"x"	"i"	"j"	"k"	"y"
-51.2626679054198	0	1	0	10.6437237969207
75.2119270901757	0	0	2	354.079650395302
6.87670175393992	1	0	1	70.5844935573476
-67.6334816185016	0	0	1	-164.302334450769
60.3666557826669	0	1	3	351.911121967078
74.0767184185921	0	1	1	374.226270533314
86.9363901246254	0	0	2	268.505975504667
-20.2887931633651	1	0	1	34.8387776760988
13.9488694086698	1	0	2	65.8493215507311
28.4278574321251	0	0	2	247.44492603639
12.4127456058596	0	1	1	197.221685024809
13.0651918964819	1	0	1	212.268755493476
10.4322886806114	1	0	2	133.520668146952
72.5698517203966	1	1	2	564.27858879594
90.5699424215066	0	1	2	358.228987647146
49.6186817244623	0	0	2	232.930615514121
29.71958495914	1	0	1	169.816897800438
27.6193700880614	0	1	3	218.548401481028
2.58412630559842	1	1	1	142.337297946542
16.8289293904427	1	0	1	-7.09280317895271
27.4777260464206	0	0	1	-70.3941484037317
5.02309865048614	0	1	2	5.78888327804906
117.675802363647	0	1	1	631.431978143697
20.5189617775947	1	1	1	296.066740126806
101.729018956499	1	0	2	511.269213498684
-12.612217591843	0	0	3	39.5180247733163
-14.446823026543	1	0	1	-66.0199516509565
59.7571836013048	1	0	3	310.188133420249
78.7424627146409	1	0	2	135.542684163669
26.1716421401403	0	1	0	317.720965553848
47.180739590594	1	1	1	174.759621758964
85.6536171140909	1	1	2	468.073423114126
8.56490780271756	1	0	2	47.2310454264359
66.1224331034989	0	0	2	206.649958270504
65.6738751392414	0	0	2	288.955996074132
31.003478434308	0	0	3	40.3055159717013
93.2918742818529	1	1	3	645.869687089263
54.8084022066438	0	1	2	386.473211618068
86.0744001023488	0	1	1	516.232929532774
95.7049133856588	1	0	3	284.387879359168
-3.77382038415486	1	0	1	178.371737935046
-47.5321508068869	0	0	0	-2.17681692226222
28.2130010406507	1	0	0	214.067414362251
-29.5433807203223	1	1	3	95.9680197531813
48.5026380109241	1	0	3	316.878529852672
57.4629403967257	1	0	1	332.333220843194
41.0353969566193	1	1	2	250.783049265752
-0.336734672991717	0	1	1	145.637967383577
52.2769886003977	0	1	0	249.73803303602
68.6691457418969	1	0	0	230.110838218342
87.5819370701685	0	0	2	392.985885419474
-35.2933454884591	1	0	2	-203.916224955324
35.7182457744319	1	0	1	272.538266866898
41.7534257142093	0	0	1	40.7198387198227
115.639022850453	1	0	2	641.953018856333
-20.3916793689538	0	1	2	78.3183845653419
-12.0756200281632	0	0	1	-73.6570013174772
-74.1105280667399	0	0	2	-179.900856479254
8.58135380750773	1	1	3	114.216050643241
20.6986678026224	0	0	2	43.9314582082912
52.0382470649843	0	1	2	374.538070466304
34.7130986934827	1	1	2	278.014045962234
58.6736813061973	0	1	2	342.126202684739
41.5086466559005	0	1	2	466.022270199231
52.0714982117298	1	0	2	377.747348329001
42.4120779268332	1	0	1	86.4848789459445
70.6980013677009	1	1	2	352.136565608607
26.1841081174875	0	0	2	132.153972673286
2.27085732401753	0	0	2	10.9106135753273
69.9633299471355	0	1	2	426.913432000978
77.1022917544762	0	1	2	354.109858716273
83.0766477802436	0	1	1	412.805221987854
34.53594673553	0	0	2	197.421635640041
114.13191651237	0	1	2	725.8838403073
30.0532060576094	1	0	1	113.505301980099
3.95873735609821	1	0	2	170.532956376894
103.193127634494	1	1	3	585.525393345564
98.2110559395744	0	1	2	653.350012681186
59.6113775349255	0	1	2	434.471394401813
64.9415692266682	1	1	0	370.304837912478
155.80287983002	1	0	1	730.291348835996
63.3037903032671	1	1	0	321.207535768957
110.638166526221	1	0	2	486.516008240097
3.95572913961827	0	1	2	-56.5016427406319
59.2272293797661	1	1	2	543.035881565557
86.5236097274285	0	0	2	449.206408805823
75.4449879418503	1	1	2	288.615125495234
39.1356166632135	0	1	2	255.31079866464
86.3743562931067	1	1	2	608.972401038156
50.812039453361	1	0	1	282.559861050878
107.298923695839	0	0	1	274.379501823782
19.0790280071395	0	1	0	78.1628573648811
32.8944598914031	0	0	2	169.075161563937
54.9947799446959	1	0	1	375.191687638739
1.51581699800524	1	0	0	-156.582756731193
10.2495680287927	0	1	3	164.704193662984
109.541639888517	1	1	0	341.820216538293
82.597958529631	0	0	1	394.890997293773
-48.9709699263253	0	0	1	-360.931695327164
53.9169760240747	1	0	1	207.147301561569
22.8628793319155	0	1	2	229.279633601035
115.435416661333	0	0	0	480.515642174243
100.091058570435	1	1	1	489.478766449633
10.9846002493168	0	1	1	158.033399964899
73.2101619728943	0	1	0	426.941782409411
105.255916547806	1	1	1	730.412961891343
56.6378117859123	0	1	2	297.672949689624
-9.19428462024872	1	0	0	-78.1342759183279
13.3988325998128	0	0	2	-71.559159146438
-58.9111115695615	0	1	2	-110.89584885705
56.6740121031729	0	1	1	365.346923563187
1.33934818617626	1	0	0	-22.2571559520221
-19.6801592843613	0	1	2	9.08668562048555
-23.8695937099092	1	0	2	163.435765481529
111.101973983644	1	0	2	643.059177841793
32.205432087109	1	0	0	181.010458495388
11.5198177622567	0	0	2	-23.2225555391783
48.6590958043497	1	1	2	281.997772271112
3.7856923255213	1	0	2	13.5028162441031
-11.0577343291619	1	1	1	-130.556527354373
28.3418884895378	1	0	3	81.9403136248526
-36.9015519091762	0	1	1	-138.784678686629
104.873253993516	1	1	1	501.232308858267
56.523961341568	0	0	2	323.304999082793
2.63930377514733	1	0	2	153.855426908887
11.4635223570329	1	1	2	208.006911196699
63.8662134244829	1	1	2	390.497541401452
86.3936222773053	0	1	1	535.401235451624
109.407975422877	1	0	3	586.113546346565
50.3835087433848	1	0	2	343.799458534933
103.420292674781	1	0	1	587.604001250786
-15.6258849364234	1	0	1	-163.101575606925
46.8333898165052	0	1	0	139.043796145278
-23.9617658191839	0	0	2	-229.755904725608
68.1927395085616	1	1	2	547.29942939989
6.65354966965953	1	1	1	167.129340995913
83.5022927267984	0	1	1	569.990182542214
73.9585761702268	0	1	1	460.998088904212
15.490994237875	0	1	1	-56.5603607105104
48.5687737780364	0	1	1	274.055252965574
32.5279323339815	1	0	2	79.3926091692971
50.6280233118586	1	1	1	260.411156975183
-53.0048248467753	0	0	1	-102.985627029054
36.662016130471	0	1	1	206.046020283378
47.1231412395809	1	0	2	313.999867112085
46.3707544748049	1	0	2	213.304699029415
31.6183910964407	0	0	2	27.8731829303702
21.0744654216807	0	0	2	257.181062022184
40.5436801253842	1	0	1	227.697067350259
69.4103903058025	1	1	1	343.220166751607
93.3033430023039	0	0	2	421.808760909853
79.7548872153988	1	0	2	456.844602376345
41.2175179481837	1	0	2	207.366844737842
80.3475161959244	0	0	2	433.03925654525
-74.5658067095679	1	1	2	-106.597858299973
18.7916229004613	0	0	2	168.361820034133
35.0323489688572	1	0	1	175.547723432991
85.5736668208571	1	1	1	561.366660709432
51.0973068124752	0	1	1	270.778216236913
-1.56297276120754	1	1	1	328.152785604446
71.9290705279641	0	1	1	592.263246436427
-79.993330487238	0	0	2	-502.431302307359
33.4506314854966	0	1	2	334.076927790502
32.0248406415968	0	0	1	354.853921534058
6.81452108733281	1	1	1	360.70627995239
52.2491020830657	0	1	2	190.649401286784
54.7526852284028	1	1	2	405.544521702853
34.4579807471374	0	1	1	441.716479440501
56.6676625688219	0	0	2	119.4817523338
77.4022343919377	1	0	1	344.603642029445
79.4870606381386	1	0	2	468.855921891104
36.9220217757497	0	1	1	334.805196207908
34.9287873513131	0	1	1	159.846383665624
-42.0712814584496	0	1	0	-100.970786903327
32.0698122848866	0	1	2	182.594023997287
37.118222203404	0	1	0	245.896842629515
60.6689551559841	1	0	1	264.130644973331
31.4598853079133	0	0	3	5.82218775068472
17.3710644750361	1	0	2	23.8833684687219
41.0735229816414	0	0	2	182.992841743176
4.84826942663962	1	0	3	15.7451126754073
54.0018893171171	1	0	1	334.252247646628
52.5907738246616	0	1	2	224.316989333042
12.4586202160219	1	0	2	56.6980663372169
131.174301791474	1	0	3	690.312998542848
176.400315656322	0	0	2	580.674551611017
53.6656669584374	0	0	1	190.049735712342
54.8824529913737	0	1	3	354.421505056007
16.3960078785489	0	0	2	73.7951133229649
71.2732283556442	1	0	1	353.341206029394
104.910553055036	1	0	1	482.612778665631
71.4409700992728	0	0	3	347.262904292814
35.2053945430008	0	0	3	138.125485246769
111.972558214614	0	0	2	500.887739263519
38.9791600167397	1	1	2	316.695997906665
-17.673081123198	0	0	2	-180.139906908234
-1.39189729846508	0	1	3	85.8146537998792
-4.60319949775079	0	0	2	-175.692112721099
32.0183477297536	1	1	3	348.933516108852
28.8541391336624	1	0	2	-69.8775530011566
36.3983257562609	0	0	1	214.203200476843
10.1091889156242	1	0	1	180.574072347957
9.68613819215919	0	1	0	3.02429484314671
-13.3364111804452	1	1	1	-93.5236807126684
-30.520674543808	1	1	1	-155.579957747656
26.3791653253933	1	1	1	148.015024451767
23.2690045297638	0	1	1	240.378458537855
69.0887393346347	0	1	1	147.176643838752
45.4417201019252	1	0	1	172.951687295588
7.21137348480857	0	0	0	6.60285640428454
-45.360795635398	1	0	2	-71.3532976871169
81.4701672387258	0	1	2	500.929084166576
107.75384646075	0	1	1	557.022055517088
80.5571803562152	0	1	2	567.710191610011
-0.857480997498214	0	1	2	26.1074412894883
79.5375995785378	0	0	3	395.211308594859
63.1217859804135	0	0	2	132.28869067393
33.5291144600004	1	1	1	159.792199566958
4.90366520672249	0	0	3	-66.1184699365185
-18.9344931746679	1	1	0	8.51841424385361
67.6462901631663	0	1	2	433.113572240013
47.4673706629773	0	0	2	193.384499710784
130.761549119499	1	1	0	944.914586854979
43.5568496554148	1	0	3	88.5767572852693
37.6029282370497	1	0	1	269.071886069308
65.3653393594114	0	0	2	317.987337513967
93.1018320656766	1	1	1	633.254308583242
91.0363465449913	1	0	2	573.787490672478
35.4958112974618	1	1	1	314.706365268051
108.057964891573	1	0	1	490.139208445576
56.0068487986858	1	1	2	285.068407649913
83.2538829743394	0	0	1	357.794287157331
62.8822316558853	0	1	1	345.097371448777
68.700693187198	1	0	2	459.478454529074
-5.83115098307	0	0	0	-159.421318053167
41.3420217811598	1	0	2	298.242740513766
42.9924003434278	1	1	2	344.861410711594
36.9945976582391	0	0	0	131.541151000273
36.5272761294953	1	0	3	205.830065869881
146.634727627123	0	0	1	658.123180767066
108.131276702728	1	1	0	591.697273043105
65.4925759603661	0	1	2	454.675883069364
114.23944005354	1	0	2	626.759812812166
16.0311447766737	0	1	3	196.046409502335
49.9326817708938	1	1	1	614.608271463729
57.6324143076671	0	1	0	447.568926746515
7.2903033204862	1	0	3	144.947844209882
25.3532148798005	1	0	2	294.317785155442
71.7455713914741	0	1	3	585.037929122536
17.7148248746269	1	1	2	163.303164028761
22.0633241652091	1	1	2	251.619604449676
-38.9113297254436	0	0	2	-296.123987821449
60.9673849944092	0	1	2	300.108877853042
39.6009777296482	0	0	1	222.683676767584
92.6866568460146	1	1	2	416.584720205274
68.149151381403	0	1	0	381.827282999658
80.0766880927857	0	0	1	305.466921369101
-20.2184911231249	0	1	1	29.7844573696145
8.26251276093198	0	1	1	143.597860918395
-87.9813427343188	1	0	2	-389.006419386127
-8.59901477131285	1	0	2	28.0519308257424
81.0726284147716	0	1	2	524.971621490246
26.0133108996621	0	0	1	153.489745022898
18.8915246202269	0	0	2	214.019600819786
33.1961202055614	0	0	0	255.387142437484
27.0284042121476	1	0	3	234.677725894964
28.381200534186	0	1	3	170.253282354123
-0.728618255564832	0	0	2	-92.7773991964268
44.183445158439	0	0	2	54.9898103957853
40.4899467354848	1	0	1	176.847407849902
3.28544532138759	0	1	0	176.716069381469
75.5138757572842	0	1	2	404.56276283512
11.0335869850765	1	1	1	103.71537392037
-49.4122971910346	1	1	1	9.34573153004798
-7.00354249153536	0	0	1	40.4928681282521
104.45820325039	1	0	1	448.247039660388
23.0476906894368	0	0	2	-8.63844181227461
-2.51552930979445	1	0	1	92.0433019200743
33.8050067621915	1	1	2	323.178646217855
4.31501624408002	1	0	3	-13.7262473703921
10.1579741122142	1	1	3	157.681571480208
72.7339517558275	0	0	0	437.365907608806
-21.9629177664016	0	0	0	-177.474494320155
24.4685630059015	0	1	1	237.259605325336
34.5294980833366	1	0	1	268.694651885729
51.6365958120084	0	0	3	281.041659687492
92.1402872914145	0	1	1	520.460375684828
31.9913979664083	1	0	1	194.74388779083
68.5389766047829	1	1	2	381.23843265177
-52.6106655525895	1	0	1	-89.6919876494051
62.5683373803362	1	0	1	448.607847155588
-10.7964116311893	1	1	2	81.8218117840304
76.3660286793656	1	1	2	375.989338098709
24.885334454005	1	1	0	156.354999366742
66.3821098039299	0	1	1	171.595216578833
53.4651004060742	1	0	1	333.831029326511
17.9462301005875	1	0	3	147.039989250226
40.2768147957482	1	1	2	310.265622950583
53.5027359576102	1	0	1	340.996156703491
94.7211088037219	1	0	2	380.165778195169
22.8914485800243	1	1	1	325.740825476805
-35.9461857501053	0	0	3	-134.313963419142
29.7184059886484	0	1	2	204.763730614511
126.263190157247	1	1	2	540.430515809542
9.29476871439613	1	1	0	114.323324491393
10.4570320708517	0	1	1	-5.37529093951643
15.5428251681834	0	1	2	182.122864005325
78.833482780484	1	1	2	385.581293862403
95.8914453254867	1	0	0	505.433814846553
10.8895362070276	1	0	1	143.186938709567
136.346472719295	0	0	1	496.436120297096
-3.60085167437424	1	1	1	161.235884437941
31.0625508957565	0	0	0	194.308104003245
103.120604955384	1	0	1	475.98099141731
19.0807289027207	0	0	1	47.3878039993446
-25.6098284201689	0	0	1	-96.3092221976048
27.5500693920865	0	0	1	-122.779962958541
19.5547834710552	0	1	0	148.303697617139
11.6672873237888	1	0	2	315.21443896388
103.869531050639	1	0	1	485.286044292763
79.6967791180668	0	0	1	269.569676153972
-0.963833261317419	0	0	2	52.9635024852666
61.0352123027365	1	1	1	411.958034156392
20.2554658862035	1	0	3	92.1301566046619
25.8651676556687	0	0	1	-170.914117611517
38.6339483775208	1	1	1	146.729418841863
29.7334985735079	0	0	3	245.902707274686
35.7464806389719	0	1	3	443.044099250979
18.901433852504	0	0	2	202.455578099117
40.1040513403323	0	1	1	331.273011918692
44.1477433058979	1	0	1	212.867955355171
36.4971362144207	1	0	2	172.685036135931
44.4386088925756	0	1	0	249.074843187917
42.7415248798351	1	1	2	270.339578289157
50.367354122077	0	1	1	317.793905133927
28.9922611609152	1	1	2	494.935653905915
0.561355899340242	0	0	1	-21.9666259489486
66.888430042051	1	0	2	288.583488354995
131.416092979701	0	0	1	824.225835966663
-18.0576329728672	0	1	1	-36.0088241287396
87.1376609332971	0	0	0	298.125922132454
84.6363806875773	0	0	2	407.806115684174
14.2899731996372	1	0	1	-85.786495088135
22.3478510394965	1	0	2	244.060632271583
-89.7614016176762	0	0	2	-356.540135610817
-7.76797507365087	0	1	0	82.747327414628
124.488012420681	1	1	1	825.08547110543
55.6098883874447	0	1	1	234.809347630586
51.7576280710825	1	0	0	378.943915499454
26.9224499012105	0	1	1	209.526284079619
76.5024036344257	1	1	0	327.029926526583
35.0341431823757	0	0	2	123.384967165207
93.6073343842102	1	0	2	533.942401243007
17.0378821333412	0	1	2	296.949704098394
70.8927363298152	1	0	2	257.720346473242
33.1569539595527	0	0	1	263.845162016239
57.4186213464642	1	1	0	144.380744514422
67.4628469785493	0	1	1	302.952741603096
71.1054258954297	1	1	2	469.536287387363
28.3135265995139	1	0	0	266.592710067429
42.2798690763037	0	0	1	234.713453960026
-7.49944388473916	1	1	1	-50.343354774
7.19624514251031	0	1	1	65.8249053869904
16.5223137143319	0	1	1	173.529612904617
-30.9212034952416	1	1	3	41.065890025506
71.6835379772125	1	0	2	253.091123829199
0.226268246025541	1	0	2	-159.232794771806
0.0596255853757341	0	1	1	208.968829907832
10.0714865371632	1	1	2	118.995894098903
60.783562032154	0	1	2	273.894806891844
38.8374480101894	1	1	1	51.0937115796233
110.354429472821	1	1	2	519.553628798138
68.7474776904185	0	0	0	470.437035452051
21.2046461028581	0	1	2	212.859760473263
1.73745737821458	1	1	1	389.50275492701
42.3395759867134	0	1	1	353.322299528274
47.3694763164231	0	1	1	420.618729305388
-3.37533305632902	1	0	2	-70.4442822860528
115.298142954368	0	1	1	822.938491544114
-11.26449999376	1	0	0	-153.937725096453
68.7908739514756	0	1	2	380.290094761191
43.152771950373	0	0	1	91.8070729381094
37.2306571577452	0	1	0	313.769659275321
-68.5028216536632	1	1	1	-331.462794788941
1.59819921253841	1	0	2	7.90143600709196
92.9709825314348	1	0	0	483.889145538676
84.7981284182219	0	1	3	425.715305275481
4.83492852112528	1	0	0	120.287478615308
-19.6205333949495	1	0	2	109.472006509957
31.470701835836	1	0	2	234.895976251852
-40.1566250514085	0	0	1	-139.244960291558
64.3070387754432	1	0	2	395.223494449258
67.9520354796186	1	1	0	382.527592142239
15.7893610043962	0	0	1	130.18576067531
61.5573344266428	0	1	2	324.660112667962
-75.4672261780309	1	1	2	-179.406786921163
35.9094526808961	1	1	3	298.741132482498
41.5326777646123	1	0	0	363.832246060603
66.2233018911597	0	0	1	189.008991339453
-65.1397552669577	0	0	2	-158.221300094457
43.2176289187863	0	0	2	151.026060974511
50.3605484332114	0	0	2	260.884884976188
151.879094669166	0	1	1	553.649726233505
96.7514668693317	0	0	2	312.277813519649
38.2039442757272	1	0	3	312.890967059606
65.6661437189826	1	1	2	231.514038457287
28.038681980706	1	0	1	343.454927203837
43.0672242787143	1	1	0	192.563247462692
52.6980745776417	0	0	2	240.12350854825
12.5640158550377	0	1	1	109.325262028925
133.476550755267	1	1	2	595.751695118221
82.2782484594821	1	0	2	203.199180864984
-25.7850352932252	1	0	1	-40.6839356296756
16.8097935028327	1	0	1	103.458007939382
3.6394679488055	0	0	3	82.0081040125727
37.5968733432969	1	0	3	312.509281832638
49.6227595455095	0	1	0	214.764401120555
-53.5623024014898	0	1	1	-275.390884268926
62.1861626578518	0	0	2	261.976531157873
-0.674343047552718	0	0	1	20.4797021746806
82.3656907260007	0	1	2	292.228862990394
45.6959945687991	0	1	2	234.608738295039
61.5035680446422	0	1	1	242.565043104082
83.2997061558811	1	1	2	442.068930828243
-20.2385191397242	0	1	1	-55.76657592362
36.8356454271486	1	1	1	328.349853954359
17.008614844775	0	1	2	18.986021831015
43.0141885470477	1	0	1	226.870310868303
29.454403190752	0	0	2	92.05776197933
84.0704232251687	1	0	3	470.234170685156
-15.9366341440407	0	1	0	91.3975715104622
134.685086971615	0	1	1	751.618371786666
5.46551754779141	0	1	2	237.72751299439
91.9591437871755	0	0	2	483.51955537262
43.2565313767141	1	0	1	198.847772292044
7.56126274331127	0	1	3	19.2718039996605
31.7027844893495	0	1	1	450.609625258516
-9.05446762383603	1	0	1	12.5974197867557
28.5128295088675	0	0	0	-59.052182240076
15.9239753306512	1	1	2	165.331272139064
76.4767798603611	1	0	1	325.744582372949
83.0715587098313	1	0	1	391.360762687074
94.8455785352552	1	0	2	586.292208202004
74.5987700715162	1	0	2	363.704082487444
88.8290931428596	1	1	1	539.791234337986
-26.0649781273687	0	0	1	-54.1930027893445
17.3354320883912	0	0	2	-70.9621175559523
-46.2017162113061	1	0	0	-55.7882427503561
97.2664656202521	0	0	1	376.659959136534
19.998082363556	0	0	2	-32.7222836467415
80.4346904145603	0	0	3	355.812738959274
29.4839539930872	1	0	2	160.028110954065
111.370780759869	0	0	3	383.877859174779
1.30390029565385	0	1	3	89.539922735477
73.0315872922492	0	0	0	196.996334038881
51.502508354121	0	1	0	405.788327586559
31.2316443589559	0	1	1	286.560347512639
113.453874383052	1	0	2	458.271947276021
64.8501137430791	0	1	1	422.077597785266
9.45984889243439	0	0	1	70.0548150171475
85.3376396535261	0	1	2	315.988547348297
38.3745955398097	0	0	2	294.566330038268
56.755506743769	0	1	2	417.030424908375
61.9810966978021	1	1	0	279.845719659726
81.3606889982416	0	0	0	190.58411395762
50.0158903497796	0	0	1	176.338499533372
49.3613236439788	1	1	2	509.495746505415
71.3812668480248	0	1	2	466.800446720676
60.1055276960438	1	0	1	327.875125421053
7.46944489231365	0	1	1	163.721192838257
66.5557936985958	1	1	3	274.231052072126
-9.97652619853482	0	1	2	-126.607028363418
35.9577758705305	1	0	3	244.941157707384
13.3710780838239	0	0	3	89.27541357052
37.6001174028346	1	1	2	318.226328097566
23.0665831066266	1	1	1	259.629304982242
110.032632767364	0	1	3	731.189150996992
-12.6950869610991	1	0	0	-99.043648634831
74.6458595733402	0	0	1	333.872644417494
37.2332662611188	1	1	1	272.022062770653
103.383794190638	0	1	2	449.027128945294
58.7941330239127	0	1	1	278.920250428885
98.0187859964381	0	0	2	348.533804811558
42.9850959417962	0	1	3	453.134673751833
30.2054091720528	1	1	1	433.454588209537
40.5199316694535	1	0	2	127.45313937728
59.3179021408999	0	1	1	517.151448872804
-6.85738431950341	1	0	2	5.27987387029504
35.5370872832376	0	0	2	197.181872789942
141.374075735154	1	0	2	639.758764468358
110.397447245396	1	0	2	511.907995931839
0.940258692602605	0	1	1	74.6673433546862
39.8658710256441	1	0	2	296.836243504995
89.7366682919128	1	0	2	517.509158027178
5.01120857871745	0	1	1	-48.9786851923637
56.7495651195791	0	1	1	519.179466792688
63.9517531576106	1	0	3	374.846661501623
81.1165081350833	0	1	1	441.995965544676
53.5607896751654	0	0	3	140.059039947246
-5.67826607203133	0	0	1	-143.724134400188
-30.9423828926628	0	0	2	-172.778234939846
42.5342325869069	0	0	1	145.131148377928
-27.1681599839037	1	1	1	-25.2845464856615
35.350172979749	0	0	3	278.800966552684
24.2440135325646	0	0	2	-24.3869006912957
-36.3226033197533	1	0	3	-18.9827144147961
43.4868120896324	1	1	2	490.750927874891
19.5028875583635	0	1	1	109.223403261074
34.1968298386679	1	1	1	338.5589489462
14.6757479304802	0	1	1	109.804761631154
103.533292018594	0	0	3	423.784699353838
88.065040102386	1	0	2	458.221929785566
55.1437249335413	1	0	3	405.096093430592
-37.4142483934335	0	1	2	-209.459750935722
27.4291233455216	1	0	1	83.947763064492
21.6474135024977	0	0	1	45.9666107821801
152.946512590127	1	1	0	795.399285013677
93.354013214153	0	0	0	501.475521053355
74.7229805297984	0	0	1	362.428571526066
-9.36453624815198	1	0	2	136.784580724853
41.1126794066151	0	1	2	315.226439833919
76.2743333932938	1	0	1	317.900511062469
24.2493042739526	0	1	2	373.453158197942
75.9714867677771	1	1	2	454.388841205171
86.8422757574412	1	0	1	352.275454888328
41.0156930991634	0	1	1	273.894092482761
2.50721902503071	0	1	2	66.3511562842699
106.176020351542	1	0	0	619.024204841805
36.7759784284779	1	1	1	257.879895760698
56.3343533552155	1	0	1	377.486418289337
57.4657102792202	0	0	2	154.976437284795
33.7983310960893	1	1	2	233.720627723965
38.0449853389537	0	1	1	283.940259250147
4.21142140833911	1	0	1	24.8869907929416
60.3994947277584	1	1	1	432.90612060452
102.193681589598	0	0	1	468.544595365074
42.6738286564388	1	1	3	409.125055515029
19.7306708155278	1	0	1	350.040774255402
38.507690304814	0	0	2	212.710486970772
-5.62738068778869	1	1	3	78.7557247296073
22.0856239356246	0	1	3	-26.3664133142247
64.7302695197065	0	0	1	313.073662439395
118.805909475593	1	0	2	439.52504828626
0.268611842340214	1	0	1	83.9360868689836
35.044249970359	1	0	2	17.1434929310124
-23.4465727531371	1	0	0	-108.097273604172
115.782440713143	0	1	1	589.514504547784
123.986602269902	0	0	2	627.031000665965
27.0672096048769	0	0	3	181.84525953093
38.217505466364	0	1	1	81.7253542497052
60.140036913361	1	1	2	420.987791552458
32.4564352215355	0	1	1	148.336129108499
107.133082649445	0	0	2	484.156158477384
69.8781435565572	0	1	1	458.460327842432
51.1287725951534	1	1	2	322.660768022709
2.59217775275289	0	1	0	-14.1772653290815
-32.9979596954207	0	1	3	83.6321518566134
111.93317726541	1	1	0	516.130711124126
17.9172873292136	0	0	1	160.075555639751
-33.6672849848209	1	1	2	-72.7527311919389
17.4961037920531	1	1	2	206.977617985635
31.7040059621022	0	0	2	161.421724510852
92.1184301927954	1	0	2	390.046531639733
68.0345376707903	1	0	3	249.824479957853
81.2300628362224	0	0	2	498.950411509039
38.289393572695	1	0	2	33.2910813593527
16.952017658316	0	0	2	145.492296797264
94.3251043788638	0	0	2	351.342815467103
51.8396160206509	1	0	1	251.439180887473
-8.94784310939891	1	0	3	29.0923678012268
25.397283548683	1	0	1	177.149969390593
89.5813264843347	0	1	0	304.132731588889
52.2597338714326	1	1	2	239.911379075469
90.6229755810306	1	0	1	371.126944531526
61.0072579457801	0	0	3	280.114191740024
6.81471063673214	0	1	2	3.88769812272217
57.9200817615151	0	0	0	163.567786486682
-11.0154671153425	1	1	1	-56.6485324037695
37.9595726572219	1	0	3	182.006241544545
64.8623002668572	0	0	0	73.8957537431829
71.0390442847506	1	1	1	390.874455150387
17.9217006078046	1	1	1	-11.4069784502884
111.657438973735	1	1	1	461.268468105108
42.1696098693996	0	0	3	104.477304840764
111.284715967034	1	1	0	618.456436966035
105.298725942921	1	1	1	554.300180195618
-30.4047074573125	1	1	1	-12.8950372543569
97.0661143260429	1	1	0	484.439886722855
92.3651055073357	0	1	1	523.23366908444
-23.0863450107118	1	1	3	71.1185449222696
-23.2837903971112	0	0	0	41.2413503143215
31.0191865762912	1	0	0	300.468883316338
64.7857371477578	1	0	0	174.58093748567
-37.9517799261088	1	0	2	-170.234269998484
77.3241593466464	0	0	3	305.994667012716
64.4822865458311	1	0	2	192.108897420346
-4.71013216158643	1	0	3	6.17090131429081
86.6052926377452	1	1	1	423.481615450988
66.1189104956022	0	0	1	266.309394837509
-4.74335048916915	0	1	1	176.873715004019
-19.0580925895492	1	1	3	18.7008866351014
137.695255642533	0	1	3	604.345722828514
38.2875148408389	0	1	0	405.623580873936
67.6982022776095	0	0	1	370.699746068004
46.3473589544604	0	1	0	168.096251442359
171.748110758808	1	0	0	869.121685024916
39.2327130132373	1	1	2	230.310253020538
-1.33725973993787	1	0	0	57.1028617344081
71.7855298592836	0	0	2	326.488683526282
54.9139840089552	0	0	2	98.6115358733433
-8.40256810571011	0	0	2	22.7111183209303
39.7070889425628	1	1	1	367.442582413205
73.1919653437164	1	0	1	227.804376732116
-71.68552259647	1	1	1	-201.604227687614
27.4221390829955	0	1	0	17.7661374256338
73.8885326933238	1	0	0	417.978288871635
15.8449444161378	0	1	2	107.593581294564
14.9978120080341	0	1	1	126.132261688699
73.093803911598	0	1	1	453.134872588513
-27.0114257430787	1	0	2	-22.2697591421351
87.7116534535743	0	1	2	644.243239803385
-14.3523485823758	0	0	1	-45.2797092666008
72.7893123737542	0	0	2	128.262686546935
117.737934316535	1	0	1	452.792860628369
81.2300162798589	0	0	1	159.344851032712
30.4240241478564	1	0	2	198.814078028041
3.94891355925581	0	0	1	115.209152980815
22.851557692827	0	1	2	230.179286127426
15.0033082519392	1	1	0	189.253219670702
61.8291353173959	0	1	1	225.265963677189
-61.3240506487293	1	0	3	-291.529853751885
55.2711636766974	0	1	2	391.30646973924
91.9471031046596	1	0	2	511.274960366727
59.4967439913246	0	0	3	288.299081468823
64.6456213428675	0	1	2	231.773499700439
-25.9806261432747	1	0	2	-114.063480921224
47.242740710962	1	1	2	347.099846750152
60.2540421860859	0	1	3	288.313868819204
61.9378507015956	1	0	1	189.776602903243
90.0747219521374	0	1	2	460.20379061623
-34.4963023072429	0	1	2	-50.1719799001599
-43.958460080849	0	0	1	-446.902627467604
41.3931784331522	0	0	1	234.6201315612
51.1326998525379	0	0	2	306.945974878124
42.9111359080545	0	1	1	304.416587408891
68.7714920358385	1	1	1	423.93742736289
-52.4894516036892	0	1	2	-179.67502181948
24.4071555761994	1	1	2	465.690277640315
15.0366658648936	1	0	2	207.589549852025
64.7445567917811	1	1	1	458.949617715718
-50.5211515262356	1	1	1	-109.562830101074
-35.3615919684506	1	1	2	74.3029120810276
114.538861372877	1	0	1	537.521114076253
22.3937202261635	0	0	2	40.4286116429352
-5.2530500159107	1	0	2	-56.1745407575586
25.6026030541107	0	0	3	121.541777735915
